New log started
Initializing OpenCL environement...
1 - Motion: 1294 604
1 - Motion: 1299 607
1 - Motion: 1304 610
1 - Motion: 1309 613
1 - Motion: 1314 616
1 - Motion: 1319 621
1 - Motion: 1324 626
1 - Motion: 1329 631
1 - Motion: 1334 636
1 - Motion: 1339 641
1 - Motion: 1344 646
1 - Motion: 1349 651
1 - Motion: 1354 656
1 - Motion: 1359 661
1 - Motion: 1364 666
1 - Motion: 1369 671
1 - Motion: 1374 676
1 - Motion: 1379 681
1 - Motion: 1384 683
1 - Motion: 1389 686
1 - Motion: 1394 689
1 - Motion: 1399 691
1 - Motion: 1404 694
1 - Motion: 1409 696
1 - Motion: 1414 699
1 - Motion: 1419 701
1 - Motion: 1424 703
1 - Motion: 1429 705
1 - Motion: 1434 708
1 - Motion: 1439 710
1 - Motion: 1441 712
1 - Motion: 1444 714
1 - Motion: 1446 716
1 - Motion: 1449 718
1 - Motion: 1451 718
1 - Motion: 1451 719
1 - Motion: 1453 721
1 - Motion: 1455 723
1 - Motion: 1457 723
1 - Motion: 1459 725
1 - Motion: 1461 727
1 - Motion: 1463 729
1 - Motion: 1464 731
1 - Motion: 1464 732
1 - Motion: 1465 732
1 - Motion: 1465 733
1 - Motion: 1467 735
1 - Motion: 1467 736
1 - Motion: 1468 736
1 - Motion: 1468 737
1 - Motion: 1468 738
1 - Motion: 1469 738
1 - Motion: 1469 739
1 - Motion: 1470 740
1 - Motion: 1470 741
1 - Motion: 1471 741
1 - Motion: 1471 742
1 - Motion: 1471 743
1 - Motion: 1472 743
1 - Motion: 1472 744
1 - Motion: 1473 744
1 - Motion: 1473 745
1 - Motion: 1474 745
1 - Motion: 1474 746
1 - Motion: 1475 747
1 - Motion: 1476 748
1 - Motion: 1476 749
1 - Motion: 1477 749
1 - Motion: 1477 750
1 - Motion: 1477 751
1 - Motion: 1478 751
1 - Motion: 1478 752
1 - Motion: 1479 752
1 - Motion: 1479 753
1 - Motion: 1479 754
1 - Keypress: 65364
1 - Keypress: 65363
1 - Motion: 1479 755
1 - Motion: 1478 755
1 - Motion: 1478 756
1 - Motion: 1477 756
1 - Motion: 1477 757
1 - Motion: 1476 757
1 - Motion: 1475 757
1 - Motion: 1475 758
1 - Motion: 1474 758
1 - Motion: 1473 758
1 - Motion: 1472 759
1 - Motion: 1471 759
1 - Motion: 1470 759
1 - Motion: 1469 760
1 - Motion: 1466 760
1 - Motion: 1465 760
1 - Motion: 1463 760
1 - Motion: 1461 762
1 - Motion: 1459 762
1 - Motion: 1458 762
1 - Motion: 1456 763
1 - Motion: 1454 763
1 - Motion: 1452 763
1 - Motion: 1450 765
1 - Motion: 1448 765
1 - Motion: 1447 765
1 - Motion: 1445 765
1 - Motion: 1443 767
1 - Motion: 1441 767
1 - Motion: 1439 767
1 - Motion: 1438 769
1 - Motion: 1436 769
1 - Motion: 1434 769
1 - Motion: 1432 769
1 - Motion: 1431 770
1 - Motion: 1429 770
1 - Motion: 1427 770
1 - Motion: 1426 770
1 - Motion: 1424 772
1 - Motion: 1422 772
1 - Motion: 1421 772
1 - Motion: 1419 772
1 - Motion: 1418 772
1 - Motion: 1416 774
1 - Motion: 1414 774
1 - Motion: 1412 774
1 - Motion: 1410 774
1 - Motion: 1408 774
1 - Motion: 1407 774
1 - Motion: 1404 774
1 - Motion: 1403 774
1 - Motion: 1401 775
1 - Motion: 1398 774
1 - Motion: 1396 774
1 - Motion: 1394 774
1 - Motion: 1392 774
1 - Motion: 1389 774
1 - Motion: 1386 774
1 - Motion: 1384 774
1 - Motion: 1381 772
1 - Motion: 1378 772
1 - Motion: 1376 772
1 - Motion: 1373 772
1 - Motion: 1370 772
1 - Motion: 1368 770
1 - Motion: 1366 770
1 - Motion: 1363 770
1 - Motion: 1361 770
1 - Motion: 1359 768
1 - Motion: 1357 768
1 - Motion: 1355 768
1 - Motion: 1353 768
1 - Motion: 1352 766
1 - Motion: 1350 766
1 - Motion: 1349 766
1 - Motion: 1349 765
1 - Motion: 1348 765
1 - Motion: 1348 764
1 - Motion: 1347 764
1 - Motion: 1347 763
1 - Motion: 1346 762
1 - Motion: 1346 761
1 - Motion: 1345 760
1 - Motion: 1345 759
1 - Motion: 1344 758
1 - Motion: 1344 757
1 - Motion: 1343 756
1 - Motion: 1343 755
1 - Motion: 1342 754
1 - Motion: 1342 753
1 - Motion: 1341 752
1 - Motion: 1341 751
1 - Motion: 1341 750
1 - Motion: 1340 750
1 - Motion: 1340 749
1 - Motion: 1340 748
1 - Motion: 1340 747
1 - Motion: 1339 747
1 - Motion: 1339 746
1 - Motion: 1339 745
1 - Motion: 1339 744
1 - Motion: 1339 743
1 - Motion: 1339 742
1 - Motion: 1339 741
1 - Motion: 1338 740
1 - Motion: 1338 739
1 - Motion: 1338 738
1 - Motion: 1338 736
1 - Motion: 1338 735
1 - Motion: 1338 734
1 - Motion: 1338 733
1 - Motion: 1338 732
1 - Motion: 1338 731
1 - Motion: 1338 730
1 - Motion: 1338 729
1 - Motion: 1338 728
1 - Motion: 1338 727
1 - Motion: 1338 726
1 - Motion: 1338 725
1 - Motion: 1338 724
1 - Motion: 1339 723
1 - Motion: 1339 722
1 - Motion: 1339 721
1 - Motion: 1339 719
1 - Motion: 1339 718
1 - Motion: 1339 717
1 - Motion: 1339 715
1 - Motion: 1341 714
1 - Motion: 1341 713
1 - Motion: 1341 712
1 - Motion: 1341 711
1 - Motion: 1342 711
1 - Motion: 1342 710
1 - Motion: 1341 710
1 - Motion: 1341 709
1 - Motion: 1342 709
1 - Motion: 1342 708
1 - Motion: 1343 706
1 - Motion: 1345 704
1 - Motion: 1347 702
1 - Motion: 1349 699
1 - Motion: 1351 696
1 - Motion: 1354 693
1 - Motion: 1356 690
1 - Motion: 1359 687
1 - Motion: 1362 684
1 - Motion: 1364 682
1 - Motion: 1367 679
1 - Motion: 1370 677
1 - Motion: 1372 675
1 - Motion: 1375 673
1 - Motion: 1378 673
1 - Motion: 1381 673
1 - Motion: 1383 671
1 - Motion: 1386 671
1 - Motion: 1389 671
1 - Motion: 1394 673
1 - Motion: 1399 673
1 - Motion: 1404 675
1 - Motion: 1404 677
1 - Motion: 1404 676
1 - Motion: 1405 675
1 - Motion: 1406 674
1 - Motion: 1407 673
1 - Motion: 1408 672
1 - Motion: 1408 671
1 - Motion: 1409 671
1 - Motion: 1410 670
1 - Motion: 1411 670
1 - Motion: 1412 669
1 - Motion: 1413 669
1 - Motion: 1414 669
1 - Motion: 1415 669
1 - Motion: 1416 669
1 - Motion: 1418 668
1 - Motion: 1419 668
1 - Motion: 1421 668
1 - Motion: 1422 668
1 - Motion: 1424 666
1 - Motion: 1425 666
1 - Motion: 1424 666
1 - Motion: 1424 665
1 - Motion: 1424 664
1 - Motion: 1423 664
1 - Motion: 1423 663
1 - Motion: 1423 662
1 - Motion: 1423 661
1 - Motion: 1422 660
1 - Motion: 1422 658
1 - Motion: 1420 656
1 - Motion: 1420 654
1 - Motion: 1418 651
1 - Motion: 1418 650
1 - Motion: 1416 647
1 - Motion: 1414 644
1 - Motion: 1413 641
1 - Motion: 1411 638
1 - Motion: 1411 635
1 - Motion: 1409 632
1 - Motion: 1407 629
1 - Motion: 1404 626
1 - Motion: 1402 623
1 - Motion: 1400 618
1 - Motion: 1397 613
1 - Motion: 1395 608
1 - Motion: 1393 603
1 - Motion: 1390 598
1 - Motion: 1388 593
1 - Motion: 1385 588
1 - Motion: 1383 583
1 - Motion: 1380 578
1 - Motion: 1377 573
1 - Motion: 1374 568
1 - Motion: 1371 563
1 - Motion: 1368 558
1 - Motion: 1363 553
1 - Motion: 1358 548
1 - Motion: 1353 543
1 - Keyrelease: 65364
1 - Motion: 1348 538
1 - Motion: 1343 533
1 - Motion: 1338 528
1 - Motion: 1333 523
1 - Motion: 1328 518
1 - Motion: 1323 513
1 - Motion: 1318 508
1 - Motion: 1313 503
1 - Motion: 1308 498
1 - Motion: 1303 493
1 - Motion: 1298 488
1 - Motion: 1293 483
1 - Motion: 1288 478
1 - Keyrelease: 65363
1 - Motion: 1283 473
1 - Motion: 1278 468
1 - Motion: 1273 463
1 - Motion: 1268 458
1 - Motion: 1263 453
1 - Motion: 1258 448
1 - Motion: 1253 443
1 - Motion: 1248 438
1 - Motion: 1243 433
1 - Motion: 1241 428
1 - Motion: 1238 423
1 - Motion: 1235 418
1 - Motion: 1232 413
1 - Motion: 1229 408
1 - Motion: 1226 403
1 - Motion: 1223 398
1 - Motion: 1221 396
1 - Motion: 1219 393
1 - Motion: 1216 390
1 - Motion: 1214 388
1 - Motion: 1212 385
1 - Motion: 1210 383
1 - Motion: 1208 380
1 - Motion: 1205 378
1 - Motion: 1203 376
1 - Motion: 1201 373
1 - Motion: 1199 371
1 - Motion: 1199 369
1 - Motion: 1197 367
1 - Motion: 1195 365
1 - Motion: 1193 363
1 - Motion: 1193 361
1 - Motion: 1191 359
1 - Motion: 1189 359
1 - Motion: 1189 357
1 - Motion: 1187 355
1 - Motion: 1185 355
1 - Motion: 1185 354
1 - Motion: 1183 354
1 - Motion: 1183 352
1 - Motion: 1182 350
1 - Motion: 1180 350
1 - Motion: 1180 349
1 - Motion: 1179 349
1 - Motion: 1179 348
1 - Motion: 1178 348
1 - Keypress: 65362
1 - Keypress: 65363
1 - Keyrelease: 65362
1 - Motion: 1177 348
1 - Motion: 1177 347
1 - Motion: 1176 347
1 - Motion: 1175 347
1 - Motion: 1173 347
1 - Motion: 1171 347
1 - Motion: 1168 347
1 - Motion: 1165 347
1 - Motion: 1162 347
1 - Motion: 1157 347
1 - Motion: 1152 347
1 - Motion: 1147 347
1 - Motion: 1142 349
1 - Motion: 1137 349
1 - Keyrelease: 65363
1 - Motion: 1132 351
1 - Motion: 1127 353
1 - Motion: 1122 355
1 - Motion: 1117 357
1 - Motion: 1112 360
1 - Motion: 1107 362
1 - Motion: 1102 365
1 - Motion: 1097 370
1 - Motion: 1092 375
1 - Motion: 1087 380
1 - Motion: 1082 385
1 - Motion: 1080 392
1 - Motion: 1078 399
1 - Motion: 1076 406
1 - Motion: 1074 413
1 - Motion: 1074 420
1 - Motion: 1074 427
1 - Motion: 1074 434
1 - Motion: 1076 441
1 - Motion: 1078 448
1 - Motion: 1080 455
1 - Motion: 1082 462
1 - Motion: 1084 469
1 - Motion: 1086 476
1 - Motion: 1088 481
1 - Motion: 1090 486
1 - Motion: 1093 491
1 - Motion: 1095 496
1 - Motion: 1098 501
1 - Motion: 1101 506
1 - Keypress: 65361
1 - Motion: 1104 511
1 - Motion: 1107 516
1 - Motion: 1110 521
1 - Motion: 1113 526
1 - Motion: 1116 531
1 - Motion: 1119 536
1 - Motion: 1124 541
1 - Motion: 1129 546
1 - Motion: 1134 551
1 - Motion: 1139 556
1 - Motion: 1144 561
1 - Motion: 1149 563
1 - Motion: 1154 566
1 - Motion: 1161 569
1 - Motion: 1168 571
1 - Motion: 1175 573
1 - Motion: 1182 575
1 - Motion: 1191 577
1 - Motion: 1200 579
1 - Motion: 1209 581
1 - Motion: 1218 581
1 - Motion: 1229 583
1 - Motion: 1240 585
1 - Motion: 1251 585
1 - Motion: 1262 585
1 - Motion: 1273 587
1 - Motion: 1284 587
1 - Motion: 1295 587
1 - Motion: 1306 587
1 - Motion: 1317 587
1 - Motion: 1328 587
1 - Motion: 1339 589
1 - Motion: 1350 589
1 - Motion: 1361 589
1 - Motion: 1372 591
1 - Motion: 1383 591
1 - Motion: 1394 593
1 - Motion: 1405 593
1 - Motion: 1416 595
1 - Motion: 1427 595
1 - Motion: 1438 595
1 - Motion: 1449 597
1 - Motion: 1460 597
1 - Motion: 1469 599
1 - Motion: 1478 599
1 - Motion: 1487 601
1 - Motion: 1496 601
1 - Motion: 1505 601
1 - Motion: 1514 603
1 - Motion: 1523 603
1 - Motion: 1530 605
1 - Motion: 1537 605
1 - Motion: 1544 605
1 - Motion: 1551 607
1 - Motion: 1558 607
1 - Motion: 1565 607
1 - Motion: 1570 607
1 - Motion: 1575 607
1 - Motion: 1580 609
1 - Motion: 1585 609
1 - Motion: 1587 609
1 - Motion: 1590 609
1 - Motion: 1592 609
1 - Motion: 1594 611
1 - Motion: 1596 611
1 - Motion: 1598 611
1 - Motion: 1600 611
1 - Motion: 1602 611
1 - Motion: 1604 611
1 - Keyrelease: 65361
1 - Motion: 1605 613
1 - Motion: 1606 613
1 - Motion: 1605 613
1 - Motion: 1604 613
1 - Motion: 1603 613
1 - Motion: 1601 611
1 - Motion: 1599 611
1 - Motion: 1596 609
1 - Motion: 1594 609
1 - Motion: 1590 609
1 - Motion: 1585 607
1 - Motion: 1580 604
1 - Motion: 1573 601
1 - Motion: 1566 598
1 - Motion: 1559 595
1 - Motion: 1550 593
1 - Motion: 1541 590
1 - Motion: 1532 587
1 - Motion: 1523 585
1 - Motion: 1512 582
1 - Motion: 1501 579
1 - Motion: 1490 576
1 - Motion: 1479 574
1 - Motion: 1468 571
1 - Motion: 1457 568
1 - Motion: 1444 565
1 - Motion: 1431 562
1 - Motion: 1418 560
1 - Motion: 1403 557
1 - Motion: 1388 554
1 - Motion: 1373 552
1 - Motion: 1358 549
1 - Motion: 1343 547
1 - Motion: 1328 545
1 - Motion: 1313 545
1 - Motion: 1298 543
1 - Motion: 1283 541
1 - Motion: 1268 541
1 - Motion: 1253 541
1 - Motion: 1238 541
1 - Motion: 1223 543
1 - Motion: 1210 543
1 - Motion: 1197 545
1 - Motion: 1184 547
1 - Motion: 1173 549
1 - Motion: 1162 549
1 - Motion: 1151 551
1 - Motion: 1140 553
1 - Motion: 1129 555
1 - Motion: 1120 557
1 - Motion: 1111 557
1 - Motion: 1104 559
1 - Motion: 1097 561
1 - Motion: 1090 561
1 - Motion: 1083 563
1 - Motion: 1078 565
1 - Motion: 1073 567
1 - Motion: 1068 567
1 - Motion: 1063 569
1 - Motion: 1061 569
1 - Motion: 1058 571
1 - Motion: 1056 571
1 - Motion: 1053 573
1 - Motion: 1051 573
1 - Motion: 1049 573
1 - Motion: 1049 575
1 - Motion: 1048 575
1 - Motion: 1046 575
1 - Motion: 1044 575
1 - Motion: 1044 576
1 - Motion: 1043 576
1 - Motion: 1043 575
1 - Motion: 1043 574
1 - Motion: 1043 572
1 - Motion: 1043 571
1 - Motion: 1044 570
1 - Motion: 1044 567
1 - Motion: 1044 564
1 - Motion: 1044 562
1 - Motion: 1044 560
1 - Motion: 1046 557
1 - Motion: 1046 555
1 - Motion: 1046 552
1 - Motion: 1048 549
1 - Motion: 1048 547
1 - Motion: 1048 545
1 - Motion: 1050 542
1 - Motion: 1050 537
1 - Motion: 1052 532
1 - Motion: 1052 527
1 - Motion: 1054 522
1 - Motion: 1054 517
1 - Motion: 1056 512
1 - Motion: 1058 507
1 - Motion: 1058 502
1 - Motion: 1060 497
1 - Motion: 1062 492
1 - Motion: 1064 487
1 - Motion: 1066 482
1 - Motion: 1066 477
1 - Motion: 1068 472
1 - Motion: 1070 467
1 - Motion: 1072 462
1 - Motion: 1074 457
1 - Motion: 1076 452
1 - Motion: 1078 447
1 - Motion: 1080 442
1 - Motion: 1080 437
1 - Motion: 1082 432
1 - Motion: 1084 427
1 - Motion: 1086 422
1 - Motion: 1088 417
1 - Motion: 1090 412
1 - Motion: 1092 407
1 - Motion: 1094 402
1 - Motion: 1097 397
1 - Motion: 1099 392
1 - Motion: 1101 387
1 - Motion: 1104 382
1 - Motion: 1106 377
1 - Motion: 1109 372
1 - Motion: 1112 367
1 - Motion: 1115 362
1 - Motion: 1118 357
1 - Motion: 1121 352
1 - Motion: 1124 347
1 - Motion: 1127 342
1 - Motion: 1130 337
1 - Motion: 1133 332
1 - Motion: 1136 327
1 - Motion: 1138 322
1 - Motion: 1141 317
1 - Motion: 1144 312
1 - Motion: 1147 310
1 - Motion: 1150 307
1 - Motion: 1153 304
1 - Motion: 1155 302
1 - Motion: 1158 300
1 - Motion: 1160 298
1 - Motion: 1162 296
1 - Motion: 1164 294
1 - Motion: 1166 292
1 - Motion: 1168 292
1 - Motion: 1170 290
1 - Motion: 1172 290
1 - Motion: 1172 289
1 - Motion: 1173 289
1 - Motion: 1173 288
1 - Motion: 1172 288
1 - Motion: 1171 287
1 - Motion: 1170 287
1 - Motion: 1169 285
1 - Motion: 1167 285
1 - Motion: 1165 283
1 - Motion: 1162 283
1 - Motion: 1159 281
1 - Motion: 1156 281
1 - Motion: 1153 281
1 - Motion: 1150 280
1 - Motion: 1145 280
1 - Motion: 1140 280
1 - Motion: 1135 280
1 - Motion: 1130 280
1 - Motion: 1125 278
1 - Motion: 1120 278
1 - Motion: 1115 278
1 - Motion: 1110 278
1 - Motion: 1105 278
1 - Motion: 1100 278
1 - Motion: 1095 278
1 - Motion: 1090 278
1 - Motion: 1085 278
1 - Motion: 1080 278
1 - Motion: 1075 278
1 - Motion: 1070 278
1 - Motion: 1065 280
1 - Motion: 1060 280
1 - Motion: 1055 280
1 - Motion: 1050 280
1 - Motion: 1045 282
1 - Motion: 1040 282
1 - Motion: 1035 282
1 - Motion: 1030 284
1 - Motion: 1025 284
1 - Motion: 1020 286
1 - Motion: 1015 286
1 - Motion: 1010 288
1 - Motion: 1005 288
1 - Motion: 1000 288
1 - Motion: 995 290
1 - Motion: 993 290
1 - Motion: 990 292
1 - Motion: 988 292
1 - Motion: 986 294
1 - Motion: 983 294
1 - Motion: 981 296
1 - Motion: 979 296
1 - Motion: 977 296
1 - Motion: 977 297
1 - Motion: 976 297
1 - Motion: 974 297
1 - Motion: 974 298
1 - Motion: 973 298
1 - Motion: 972 298
1 - Motion: 972 299
1 - Motion: 971 299
1 - Motion: 971 300
1 - Motion: 971 301
1 - Keypress: 65307
Log ended
